GENE 1	GENE 1 ID	GENE 2	GENE 2 ID	Untreated (Sscore)	MMS (Sscore) 	log10(conditional pvalue) 
YPK1	853733	IRE1	856478	0.181654	0.677607	0.42955
ARR1	856329	ASK10	852989	0.110567	0.606512	0.42954
YJL206C	853224	ISW1	852547	0.22132	0.257869	0.42953
OCA1	855624	YKL171W		0.637906	0.068989	0.42952
YER130C		PTP1	851368	0.179452	0.675365	0.4295
YAP3	856377	KIN82	850453	0.641886	1.173187	0.42946
PRE9	853036	PTC2	856823	0.711157	0.142319	0.42945
SKM1	854036	YIL042C		0.512444	0.033434	0.42944
HRK1	854441	SER2	853122	1.265115	1.818849	0.4294
YGR067C	852958	CMK1	850568	0.069171	0.556225	0.42939
LCB5	850964	DIA3	851537	0.642684	1.173913	0.42938
YPL230W		ADR1	851802	1.071614	0.417066	0.42938
AFT2	855899	YAP5	854835	0.142011	0.63778	0.42934
ROX1	856178	UME1	855964	0.705558	1.236736	0.42933
EAF7	855586	KIN3	851273	0.103352	0.599015	0.42922
CRZ1	855704	GLN3	856763	2.250581	1.358164	0.4292
AHC1	854188	SIP3	855464	0.772829	1.326334	0.42917
YLR278C	850984	TEC1	852377	0.410702	0.134914	0.42917
YPS1	850811	CLB6	853003	1.299644	0.570522	0.42917
PPQ1	855923	MSN1	854033	0.064531	0.543401	0.42916
RAD52	854976	CBF1	853523	1.18522	1.738657	0.4291
STB1	855407	MET32	851840	0.187528	0.291284	0.42909
MRE11	855264	YLR278C	850984	0.194875	0.283892	0.42904
STP2	856397	FAB1	850574	1.01582	0.361707	0.42901
MET31	856069	KIN4	854408	1.318159	0.589282	0.42898
MOT3	855092	NUT1	852726	0.498578	0.046844	0.42897
HMS1	854197	PRR1	853744	0.204639	0.274047	0.42894
PPQ1	855923	SNF1	852088	0.322663	0.81806	0.42892
BDF1	851115	IME1	853556	0.471641	0.073717	0.4289
PPR1	850701	CHK1	852577	0.209645	0.704978	0.42885
HAA1	856117	MOT3	855092	0.708689	0.14049	0.42882
WTM1	854405	PPZ1	854992	0.513533	1.044222	0.42881
SKN7	856613	YFL052W		0.50879	0.036428	0.42876
EAF7	855586	MET18	854678	1.669679	0.805225	0.42875
ARR1	856329	SLT2	856425	0.017773	0.496211	0.42865
YAP3	856377	RPN4	851542	2.834093	1.790714	0.42863
SKO1	855554	PTP1	851368	0.333847	0.157623	0.42857
YBR028C		PTC3	852224	0.006899	0.485262	0.42856
CLN2	855819	SIP3	855464	0.220626	0.715646	0.4285
YDR026C		RTG3	852171	0.971526	1.524373	0.4285
CLB5	856237	NRG2	852358	0.284302	0.20036	0.42845
DUN1	851457	PTC3	852224	0.9495	1.502296	0.42845
TOS4	850880	ADR1	851802	0.21543	0.262837	0.42845
RSF2	853592	ARO80	852031	0.708143	0.140361	0.42841
MET32	851840	YCR079W		0.134581	0.343619	0.42838
GAT1	850523	MTH1	851870	0.095293	0.590161	0.42833
RDR1	854562	KNS1	850641	0.527848	0.016938	0.42832
GAL80	854954	SPT2	856908	0.175031	0.669896	0.42832
MET32	851840	RDS1	850470	0.126072	0.620912	0.4283
CRZ1	855704	TWF1	852971	0.533297	0.011456	0.42829
CHA4	850787	UME6	851788	1.480962	0.662793	0.42828
HIR2	854203	CLN3	851191	0.565026	0.020318	0.42824
RCO1	855097	PLM2	852112	0.566864	1.096999	0.42823
FKH1	854675	CMK1	850568	0.238445	0.207129	0.4282
YNL217W	855504	YHP1	852062	0.761021	0.164426	0.42819
STB6	853790	FKH1	854675	0.517661	1.047672	0.4281
GPT2	853941	PPZ2	852046	0.106733	0.601394	0.4281
PML1	850703	IME2	853338	0.451731	0.981734	0.42809
TYE7	854525	YAP3	856377	0.064582	0.54253	0.42808
DIG1	856058	PPZ2	852046	0.03036	0.447558	0.42805
PKH2	854053	GAL80	854954	1.010748	0.357801	0.42802
CKB2	854204	CLN1	855239	0.078659	0.399232	0.42802
WTM1	854405	YAP6	851846	0.262801	0.757341	0.42796
OCA1	855624	RCS1		1.060778	1.613069	0.42794
YPK2	855130	PRE9	853036	0.519402	0.025001	0.42793
YJL206C	853224	YCR095C		0.802467	0.206159	0.42792
DAL81	854841	RME1	852935	0.153425	0.647925	0.42791
IXR1	853836	PTC2	856823	2.045933	1.170672	0.42791
STB4	855033	DUN1	851457	0.180007	0.29778	0.42789
DAT1	854927	YAP3	856377	0.91816	1.470404	0.42789
CNA1	851153	NUP133	853957	0.369514	0.899302	0.42787
RCK2	850950	SEF1	852214	0.321987	0.8163	0.4277
PPQ1	855923	TOR1	853529	0.658418	0.091407	0.42766
YNL056W		BCK1	853350	1.110665	0.435273	0.42764
KKQ8	853686	SLX8	856852	0.180075	0.674301	0.42761
RDS2	855970	SNT2	852746	0.551608	0.007518	0.42761
CLB6	853003	FMP48	852943	1.156057	0.480714	0.4276
YPR152C		RAD52	854976	0.497259	1.026758	0.42756
HDA1	855710	PDR1	852871	0.789685	0.193809	0.42752
HAL5	853274	DCC1	850344	0.124947	0.352503	0.4275
INO4	854042	PTC1	851558	1.039914	0.387587	0.42749
DBF20	856227	WWM1	850538	0.177535	0.671647	0.42748
PKH1	852101	AKL1	852351	0.592919	0.049012	0.42742
TOS4	850880	PSY4	852234	0.673854	0.107108	0.4274
FKH2	855656	BYE1	853865	0.818386	1.370111	0.42737
SIP4	853356	INO2	851701	0.485022	1.014284	0.42732
MMS1	856293	PRR1	853744	0.254067	0.190748	0.42726
EAF7	855586	AKL1	852351	0.745202	1.296792	0.42724
SSN3	856065	MSG5	855674	1.115103	0.440392	0.42708
CIN5	854193	PTC2	856823	0.101315	0.375772	0.42708
STP2	856397	KIN1	851700	0.793129	0.197728	0.42707
TPK3	853688	MAL13	853205	0.942693	0.304915	0.42702
ROX1	856178	MBP1	851503	0.318641	0.81234	0.42701
HIR2	854203	RAD18	850430	0.207484	0.701115	0.42694
CTK1	853718	YJL206C	853224	0.125248	0.618795	0.42684
DBF20	856227	HAP5	854540	0.066663	0.551484	0.42684
CLB6	853003	PPS1	852579	0.194104	0.282777	0.42684
CHA4	850787	YDR026C		0.488705	1.01748	0.42681
CTF8	856598	SWR1	851934	1.637712	0.7763	0.42679
CUP9	855926	SWC5	852532	0.16533	0.31145	0.42672
KNS1	850641	SWI4	856847	0.457516	0.986211	0.42672
ARO80	852031	RDS1	850470	0.31987	0.169953	0.42671
HIR2	854203	YLR278C	850984	0.579548	0.036352	0.4267
YJL057C		TEC1	852377	0.335866	0.856023	0.4267
YNR063W	855800	PTK2	853522	0.237792	0.238948	0.42668
GZF3	853334	CUP2	852710	0.259635	0.184698	0.42666
RCK2	850950	REI1	852569	0.498751	0.044381	0.42663
PSK2	854111	PTC2	856823	1.024932	0.373629	0.42662
HTZ1	854150	LCB5	850964	0.962643	0.325352	0.4266
RCK2	850950	YJL057C		0.155713	0.320942	0.42658
CTK2	853450	FMP48	852943	0.094797	0.58811	0.42658
UME1	855964	YAP5	854835	0.410809	0.132252	0.42656
ECM22	850928	SMP1	852480	0.123664	0.616949	0.42655
SPS18	855517	KIN1	851700	0.5539	0.010865	0.42653
CKI1	850824	CLN3	851191	1.059087	0.407888	0.42653
WTM1	854405	CKA1	854776	0.216536	0.70977	0.42649
UME1	855964	TOR1	853529	0.31432	0.175286	0.42646
SIW14	855699	CTK2	853450	0.340165	0.149439	0.42646
TOF1	855448	YGR067C	852958	0.120474	0.613675	0.42645
YPL141C		YKR064W		0.117938	0.358579	0.42642
MIG3	856750	KAR4	850303	0.1875	0.288909	0.42629
SNF1	852088	SWR1	851934	1.014664	0.363748	0.42629
CUP9	855926	AKL1	852351	0.301053	0.794103	0.42629
KIN2	850785	TPK3	853688	0.887503	1.438133	0.42627
ACA1	856769	KIN3	851273	0.288952	0.781988	0.42627
MKK2	855963	FUS3	852265	2.9063	1.867403	0.42624
PLM2	852112	RUB1	851717	0.675099	1.203326	0.42623
MIH1	855052	HAP3	852260	0.803237	0.208751	0.42622
YPL109C	855995	CAT8	855323	0.361086	0.134051	0.42619
ARG80	855059	DMA1	856515	0.10811	0.601065	0.42618
CUP9	855926	YAK1	853300	0.709298	0.143818	0.42616
CLN2	855819	MET28	854834	0.575563	0.033006	0.42605
RAD53	855950	YNL056W		0.306853	0.799676	0.42603
OPI1	856366	MIG3	856750	0.453662	0.981683	0.42601
HSL1	853760	YCR095C		0.083325	0.392813	0.42598
CKB2	854204	YAP7	854129	0.98471	0.33419	0.42595
DCN1	850819	HAC1	850513	0.197753	0.278351	0.42594
DOT6	856822	KIN3	851273	0.142227	0.333844	0.4259
RSC1	852947	RPN4	851542	2.810399	1.772154	0.42589
PSK2	854111	FKH2	855656	1.092689	1.642919	0.42587
YPL236C		SKN7	856613	0.436728	0.105646	0.42586
SNT2	852746	YHP1	852062	0.581528	0.03916	0.42585
YJL057C		KSS1	852931	0.517965	0.024386	0.42584
AZF1	854280	PPZ1	854992	0.662225	0.097158	0.42575
PRR1	853744	TOS8	852783	0.276804	0.769371	0.42574
SAK1	856866	TEC1	852377	0.682102	0.117092	0.4257
YAP7	854129	BCK1	853350	1.474295	2.177492	0.42564
YPR152C		CMK1	850568	0.488184	1.015828	0.42562
GAL4	855828	CAD1	852033	0.170939	0.663386	0.42561
LTP1	856187	YAP3	856377	0.32946	0.821879	0.42558
YNR063W	855800	TEC1	852377	0.095991	0.379718	0.42548
CLB6	853003	PHO2	851452	0.431955	0.95937	0.42538
DAT1	854927	RTT109	850658	0.568888	1.096285	0.42536
FKH2	855656	TOR1	853529	0.482016	1.009395	0.42534
DCN1	850819	MIG1	852848	0.294898	0.787092	0.42532
KIN4	854408	YMR1	853574	0.552662	0.010874	0.42526
ARG80	855059	PML1	850703	0.554135	0.012371	0.42524
MOT3	855092	PBS2	853313	0.072457	0.564573	0.42524
YPL141C		UME6	851788	0.580206	1.107482	0.42523
GAT1	850523	PTC2	856823	0.098182	0.37728	0.42519
MBF1	854474	SPT23	853848	0.974688	0.32509	0.42517
KIN1	851700	OAF1	851247	0.53007	1.057225	0.42511
CMK1	850568	RUB1	851717	0.825548	0.232261	0.42511
RPI1	854687	CDC28	852457	0.433215	0.960344	0.42508
INO4	854042	YDL025C		0.341309	0.147044	0.42505
TPK2	855898	ADA2	852059	1.51533	0.701941	0.42504
YAP3	856377	NUT1	852726	5.402101	3.936374	0.42503
HDA1	855710	PPZ1	854992	0.549999	0.008462	0.42501
BAS1	853974	YAP3	856377	2.804139	1.767587	0.42499
YKL171W		SUM1	851905	0.511121	0.03036	0.42495
SWE1	853252	ASF1	853327	0.189426	0.285816	0.42494
ISR1	856221	YCK3	856860	0.373252	0.900217	0.42491
YLR278C	850984	SER2	853122	0.083473	0.391744	0.42491
CNA1	851153	EDS1	852321	0.446035	0.095397	0.4249
CLN1	855239	PRR2	851312	0.275223	0.76703	0.42489
YCK2	855568	KCC4	850334	0.071501	0.403695	0.42488
SSN3	856065	PIP2	854545	0.186147	0.677945	0.42488
MSG5	855674	CKB1	852865	0.002645	0.477831	0.42487
YPR196W	856326	UME1	855964	0.950226	1.499422	0.42483
PLM2	852112	GAL3	851572	0.026385	0.448764	0.42483
MSG5	855674	RSF2	853592	0.931999	0.296741	0.42483
SCY1	852797	ACA1	856769	0.38138	0.908237	0.4248
KIN4	854408	PSK1	851216	0.000093	0.474998	0.42476
GLN3	856763	SMP1	852480	0.025822	0.500861	0.4247
HIR2	854203	WAR1	854899	0.049554	0.524543	0.42464
SWI5	851724	PRR2	851312	3.264855	2.129448	0.42463
ROX1	856178	PTK1	853635	0.927727	0.292699	0.42463
CAT8	855323	MIH1	855052	0.447276	0.973929	0.42458
PUT3	853854	YJL057C		1.027331	1.576206	0.42451
YCK2	855568	PPR1	850701	0.525268	1.051833	0.42449
YER184C		DCC1	850344	0.583272	1.109826	0.42448
MKK1	854406	YCK3	856860	0.021929	0.452918	0.42448
GAT2	855167	WWM1	850538	0.181265	0.293534	0.42442
RDR1	854562	CHA4	850787	0.160741	0.314022	0.42438
YPK2	855130	YGR067C	852958	0.029347	0.504075	0.42434
RIM15	850511	PTC3	852224	0.311147	0.802415	0.42429
RGM1	855220	CHK1	852577	0.106874	0.598122	0.42426
RTG1	854087	CMK1	850568	0.656285	0.092797	0.42421
ASF1	853327	TWF1	852971	1.328689	0.606073	0.4242
PSY3	851091	CAD1	852033	0.161591	0.313	0.42418
SIN3	854158	KIN2	850785	0.734058	1.260272	0.42412
CAD1	852033	PPS1	852579	0.122331	0.352169	0.42408
YAP7	854129	ASK10	852989	0.445293	0.095298	0.42404
RGT1	853828	KCC4	850334	0.14803	0.639056	0.42402
DAL82	855402	OCA1	855624	1.017019	1.565411	0.42402
HOT1	855208	KIN3	851273	0.557946	1.084049	0.42401
RSC2	851071	PTC1	851558	0.974181	1.522529	0.42398
CBF1	853523	YGR067C	852958	0.81352	0.221441	0.42398
YKU70	855328	RAD51	856831	1.153798	0.482882	0.42397
PSK2	854111	RIM101	856358	1.065105	1.613417	0.42394
AFT2	855899	KKQ8	853686	0.42451	0.115914	0.42387
YPR022C		CLB3	851400	0.666605	1.192547	0.42384
VPS71	854966	CYC8	852410	0.057267	0.531524	0.42379
SDP1	854693	PSY4	852234	0.03784	0.512088	0.42378
TPK1	853275	PTC3	852224	0.471835	0.997714	0.42377
MSS11	855200	SWE1	853252	0.783178	0.191549	0.42357
YOX1	854981	YAP6	851846	0.685575	0.122764	0.42355
MSS11	855200	TOR1	853529	0.340372	0.146645	0.42354
CUP9	855926	UME6	851788	0.13233	0.341703	0.42353
HDA1	855710	ARO80	852031	0.007598	0.481628	0.42353
HAA1	856117	DMA2	855607	1.635703	0.779363	0.42353
TOR1	853529	RPH1	856916	0.089751	0.580266	0.42344
UME1	855964	PDR1	852871	1.678886	0.822705	0.42343
VIP1	851126	PKH1	852101	0.306362	0.173897	0.42341
STB2	855075	VHS1	851834	0.303397	0.793866	0.42339
SPT2	856908	DOT6	856822	0.224814	0.216882	0.42337
KIN4	854408	ARG81	854874	0.685	1.21048	0.42336
TOR1	853529	HIR1	852275	0.42611	0.113769	0.42332
ELM1	853818	ARO80	852031	0.006579	0.480346	0.42323
PPG1	855766	BCK1	853350	1.992719	1.12486	0.42322
PPG1	855766	GLO3	856859	2.366779	1.376279	0.42319
SMP1	852480	HAP3	852260	0.200673	0.273054	0.42318
CLB4	850907	BAS1	853974	1.493087	0.682446	0.42317
TYE7	854525	SDP1	854693	0.031496	0.442182	0.42312
HAA1	856117	BYE1	853865	0.279116	0.769327	0.4231
DMA1	856515	MIG3	856750	0.135105	0.338546	0.42309
RCK2	850950	YKL161C		0.212448	0.702646	0.42309
SET3	853900	SET2	853271	1.354293	0.63328	0.42298
YNR047W		MOT2	856799	0.005266	0.47881	0.42297
YRR1	854333	ADR1	851802	0.400466	0.925557	0.42295
MEC1	852433	RXT2	852392	1.253438	0.553145	0.42295
YNL056W		TEC1	852377	0.127823	0.345676	0.42292
CTK1	853718	PPT1	853023	0.661221	1.186275	0.42291
HAA1	856117	YCK2	855568	0.09948	0.589487	0.42287
GAT3	850700	ARO80	852031	0.221871	0.251591	0.42287
YMR1	853574	YAP3	856377	0.289252	0.779233	0.42284
RCK2	850950	FMP48	852943	0.736578	1.261548	0.42282
YML081W		PTK1	853635	0.234355	0.206893	0.42281
CUP9	855926	SPT2	856908	0.402663	0.136705	0.4228
CTK1	853718	RDS1	850470	1.091265	1.638407	0.42277
PRK1	854713	PPH22	851339	0.163688	0.309678	0.42276
SKS1	856081	YCK3	856860	0.283624	0.196051	0.42274
ARG81	854874	PPT1	853023	1.034835	0.388131	0.42271
MMS1	856293	PPQ1	855923	0.523041	1.047861	0.42267
PHO80	854161	ARO80	852031	0.121348	0.611163	0.42266
RFX1	850873	GAL3	851572	0.091759	0.381512	0.42265
CIN5	854193	MRC1	850297	0.037838	0.511038	0.42257
DBF20	856227	INO2	851701	0.172043	0.301123	0.42253
CLB5	856237	RCK2	850950	0.691941	0.130193	0.42251
SWE1	853252	YBL054W		0.568109	1.092767	0.4225
YPL109C	855995	YFL052W		0.125319	0.347804	0.42248
RSC2	851071	MBP1	851503	0.468601	0.070452	0.42248
ISW1	852547	RXT2	852392	0.53753	1.062122	0.42243
ARG80	855059	SDP1	854693	0.098102	0.587703	0.42242
YKL161C		REI1	852569	2.518866	1.529807	0.42239
DCN1	850819	IME1	853556	0.845664	1.392312	0.42228
YOX1	854981	TEC1	852377	0.552969	0.014106	0.42228
SET3	853900	DIA3	851537	0.49098	1.015425	0.42227
CTI6	855920	RXT2	852392	3.124012	1.993598	0.42221
CTF18	855102	RME1	852935	0.408308	0.130456	0.42218
YPK2	855130	GPT2	853941	0.216094	0.256767	0.42218
TPK3	853688	HEX3		0.871714	0.273462	0.42217
CAT8	855323	PPH3	851647	0.820153	1.366679	0.42215
YKU70	855328	GAL80	854954	0.048865	0.521634	0.42207
YKL222C	853658	SEF1	852214	0.314027	0.171679	0.42206
TPK2	855898	CLA4	855418	1.062638	0.416746	0.42203
CBF1	853523	MOT2	856799	1.151567	0.483055	0.422
DAT1	854927	RSC1	852947	0.535953	1.060112	0.42198
YPL230W		NDT80	856524	0.325155	0.160455	0.42195
PML1	850703	REI1	852569	2.190753	1.309971	0.42195
SIP3	855464	CAD1	852033	0.138217	0.334353	0.42184
RSC2	851071	TBS1	852447	0.844384	0.254617	0.42184
YRR1	854333	RGT1	853828	0.190408	0.282148	0.42182
RGM1	855220	MRC1	850297	0.211791	0.700848	0.42181
ARK1	855711	GCN2	851877	0.838164	1.384298	0.42176
MET28	854834	STB5	856583	0.248496	0.191887	0.42174
INO4	854042	CLN1	855239	0.35604	0.871483	0.42168
YKL161C		GCN2	851877	0.447444	0.090828	0.42168
YNR047W		MRE11	855264	0.572875	0.034617	0.42167
CIN5	854193	RPN4	851542	0.491617	0.046612	0.42164
YPL230W		PPG1	855766	0.708686	0.147914	0.42156
HMS1	854197	KCS1	851580	1.625348	0.772166	0.42151
CIN5	854193	SSK22	850436	0.430198	0.107905	0.42151
CTI6	855920	YDR026C		0.671107	0.110464	0.42143
YPL230W		YPL150W	855953	0.057191	0.41501	0.42141
ASH1	853650	GAT4	854830	0.39324	0.916803	0.42135
VPS72	852096	YCR079W		0.157426	0.646024	0.4213
VAC14	851102	MIG2	852663	0.44015	0.96363	0.42127
YJL206C	853224	SEF1	852214	0.047638	0.519717	0.42127
PSY2	855520	YLR278C	850984	0.369705	0.893156	0.42124
CLB2	856236	YPK2	855130	0.882199	0.28499	0.42122
PHO23	855626	MGA1	853164	1.018249	0.373328	0.4212
OCA1	855624	ASK10	852989	0.24479	0.733294	0.42119
NPR1	855538	YAP3	856377	1.445086	0.652276	0.42116
GAT3	850700	YBR239C		0.809119	0.220137	0.42111
CRZ1	855704	AKL1	852351	0.026333	0.498236	0.42107
YCR079W		ISW1	852547	0.085331	0.386576	0.42107
TOS4	850880	MOT2	856799	0.472459	0.065182	0.42104
YGL059W		YER130C		0.537385	0.000246	0.42103
CBF1	853523	RPH1	856916	1.752588	2.449816	0.42096
CKA1	854776	NRG2	852358	2.331607	1.345148	0.42095
KIN4	854408	RSC1	852947	1.36199	0.643663	0.42094
SPS18	855517	SWE1	853252	0.049796	0.52158	0.42093
ARP8	854309	BYE1	853865	1.306313	0.58803	0.4209
RTG1	854087	DCN1	850819	0.940324	0.309609	0.42089
YCK3	856860	DOT6	856822	2.151399	1.272372	0.42086
AHC1	854188	RSF2	853592	0.042534	0.429177	0.42085
ARG81	854874	MET28	854834	0.756997	0.168354	0.4208
GAT3	850700	DIA3	851537	0.158863	0.312793	0.42078
CAD1	852033	NHP10	851562	0.725136	0.165169	0.42077
DMA2	855607	SSN8	855706	0.36589	0.888871	0.42075
MRE11	855264	YKL161C		0.100011	0.371604	0.42074
DCN1	850819	YDL025C		0.636047	1.158974	0.42069
CLB4	850907	YBL054W		0.29543	0.182438	0.42068
STB5	856583	PTC4	852422	0.206271	0.265291	0.42067
CIN5	854193	FUS3	852265	0.532619	1.055521	0.42066
HIR2	854203	GCN2	851877	0.541985	0.004732	0.42065
EAF7	855586	NUT1	852726	1.513626	0.70671	0.42065
RFX1	850873	SWR1	851934	1.899139	1.035391	0.42062
MKK1	854406	YCR095C		0.201634	0.269795	0.42052
CTK3	854928	STB5	856583	1.977973	2.674626	0.42051
YJL057C		SNF1	852088	0.423846	0.113225	0.42047
GAL4	855828	PKH3	852077	0.444795	0.09224	0.42043
PHO80	854161	YKU70	855328	0.95772	0.327569	0.42041
TOF1	855448	YDL025C		0.105368	0.593134	0.42037
SET1	856519	YCR095C		0.188325	0.676083	0.42036
FAB1	850574	RRI1	851310	0.787576	0.199419	0.42035
MET28	854834	EAF5	856696	0.045196	0.426036	0.42029
PIP2	854545	GAT4	854830	0.798235	0.210171	0.42026
AZF1	854280	ATG1	852695	0.286998	0.774583	0.42017
YPR022C		JHD1	856777	0.480388	0.056379	0.42016
OCA1	855624	YKL222C	853658	0.893009	1.437534	0.42015
SFL1	854307	MIG1	852848	0.509186	1.031555	0.42011
EAF3	856134	SLT2	856425	0.571552	0.034902	0.42004
KIN1	851700	YDL025C		0.04421	0.515212	0.42003
SPS18	855517	LEU3	851172	0.084049	0.571455	0.41997
SAE2	852700	YDL025C		0.449436	0.971675	0.41997
SKS1	856081	SSK2	855765	0.731124	0.171983	0.41997
KIN4	854408	STB2	855075	0.026239	0.444683	0.41993
GLO3	856859	CLN3	851191	0.567459	0.030939	0.41991
PSY3	851091	RXT2	852392	0.088044	0.382848	0.4199
SAE2	852700	EDS1	852321	0.059494	0.530368	0.41988
STB2	855075	MIG1	852848	0.392705	0.143784	0.41987
ASH1	853650	RME1	852935	0.821101	0.233469	0.41986
MSG5	855674	VPS71	854966	0.552949	1.075081	0.41986
INO2	851701	KIN3	851273	0.596634	1.118766	0.41986
WWM1	850538	PRR2	851312	0.0251	0.495879	0.41977
RPI1	854687	RPH1	856916	1.083049	0.417283	0.41975
YJL206C	853224	GAT4	854830	0.231662	0.239047	0.41969
WAR1	854899	YKR064W		1.261377	0.565265	0.41968
PKH2	854053	STB1	855407	0.127624	0.343042	0.41964
MBF1	854474	PRR2	851312	0.225109	0.245547	0.41963
RTT101	853400	KCC4	850334	0.011888	0.482483	0.41956
TPK1	853275	MAL33	852600	0.533262	1.055076	0.41953
CMK2	854144	MTH1	851870	0.231003	0.718004	0.41951
MSG5	855674	YER130C		0.421996	0.114061	0.41944
CNA1	851153	HIR1	852275	0.33162	0.818497	0.41938
HRK1	854441	YPK1	853733	0.512773	1.034432	0.41937
MKK2	855963	ARP8	854309	0.0393	0.509716	0.41935
IRE1	856478	RSC1	852947	0.399674	0.921286	0.41932
RGM1	855220	RGT1	853828	0.046218	0.424155	0.4193
YRR1	854333	HOT1	855208	0.493216	1.014777	0.41927
TPK2	855898	MSG5	855674	0.12985	0.616629	0.41927
ARG81	854874	CBF1	853523	0.327018	0.840157	0.41924
MTH1	851870	YDR026C		0.139507	0.626256	0.41923
RSF2	853592	PLM2	852112	0.803634	0.216709	0.41921
YDR067C		KIN3	851273	0.078643	0.391613	0.41917
HAA1	856117	MET28	854834	0.518607	0.017159	0.41914
ARK1	855711	UBC13	851666	0.353035	0.135758	0.41912
MKK2	855963	HOG1	850803	0.075635	0.394578	0.41912
UME6	851788	GAL3	851572	0.243965	0.730611	0.41912
HAP2	852614	CKB1	852865	0.235319	0.721936	0.41909
MIH1	855052	SIP4	853356	0.079723	0.39045	0.41907
MEK1	854533	RAD18	850430	0.329688	0.816283	0.41906
PHO80	854161	BDF1	851115	0.399044	0.920382	0.41904
YAP6	851846	RAD18	850430	0.025387	0.495537	0.41904
VPS75	855475	SIP4	853356	0.246832	0.191306	0.41896
SIP4	853356	YDR026C		0.736758	1.280087	0.41896
KIN2	850785	MTH1	851870	0.316648	0.803131	0.41894
YCK1	856537	SLX8	856852	0.226077	0.243979	0.41893
ARG80	855059	PTC1	851558	0.709853	1.231087	0.41893
KCS1	851580	SWC5	852532	10.933763	9.484301	0.41893
PML1	850703	SUT1	852714	0.455468	0.976698	0.41892
SET3	853900	YCR079W		0.731115	1.252314	0.41889
YMR1	853574	RCK1	852719	0.482859	0.052644	0.41888
CLB4	850907	SER2	853122	0.074176	0.560586	0.41885
IES3	850741	CLB3	851400	2.873151	1.848284	0.41879
CNA1	851153	PSK1	851216	0.224091	0.213899	0.41877
RTG1	854087	CTK3	854928	0.93345	1.476586	0.41876
SKS1	856081	VPS72	852096	0.514946	1.036014	0.41875
LCB5	850964	DMA1	856515	0.170636	0.299264	0.41875
MEK1	854533	VHS1	851834	0.481334	0.054048	0.41875
SPT23	853848	JHD1	856777	0.604942	0.047081	0.41873
SAE2	852700	RPH1	856916	0.00239	0.467468	0.41871
PKH2	854053	SCY1	852797	0.060474	0.530312	0.41868
YGK3	853992	FIG4	855392	0.287709	0.188361	0.41863
YAP7	854129	PPH21	851421	0.506753	0.028479	0.4186
KIN4	854408	KAR4	850303	0.041579	0.428148	0.41855
GLN3	856763	UBC13	851666	0.548584	0.01342	0.41853
RTG1	854087	YFL052W		2.759847	1.735532	0.4185
CTK1	853718	ISW1	852547	1.103225	0.439009	0.41849
ECM22	850928	STP2	856397	0.150278	0.636328	0.41845
YER130C		RAD51	856831	0.484282	0.050797	0.41845
CMK1	850568	MTH1	851870	0.452927	0.082112	0.41841
EAF3	856134	PML1	850703	0.314069	0.800054	0.41838
SET2	853271	YER130C		0.128601	0.614561	0.41835
TWF1	852971	CKB1	852865	0.149859	0.319647	0.4183
HAL9	854064	PKH3	852077	0.131966	0.617863	0.41828
YAP1	855005	GZF3	853334	0.931149	0.303474	0.41827
RSF2	853592	VHS1	851834	0.705616	0.148223	0.41827
YER130C		KCS1	851580	0.853133	0.267372	0.41813
DMA1	856515	VPS72	852096	1.018423	0.377165	0.41811
TOS4	850880	SAE2	852700	0.251074	0.736806	0.4181
YAP3	856377	YFL052W		0.681759	0.124551	0.41809
RPI1	854687	RXT2	852392	0.107077	0.362233	0.41807
CLB2	856236	IXR1	853836	1.871553	1.011954	0.418
MSS11	855200	SAK1	856866	0.051593	0.417612	0.41795
MIG1	852848	WWM1	850538	0.099829	0.369361	0.41793
PPT1	853023	RTG2	852640	0.367959	0.879853	0.41793
RAD17	854550	SER2	853122	0.081651	0.387513	0.4179
YPR152C		CLB4	850907	0.426009	0.10847	0.41784
TPK2	855898	YAP6	851846	0.390901	0.911077	0.41783
SOK2	855030	BUB1	853100	0.140762	0.328311	0.4178
PTK2	853522	SPT2	856908	0.249459	0.187717	0.41777
